	GSM1233280	GSM1233282	GSM1233283	GSM1233284	GSM1233286	GSM1233287	GSM1233288	GSM1233289	GSM1233290	GSM1233291
112268090	17	17	5	11	21	9	32	4	20	7
107987171	20	50	37	32	14	22	25	15	31	23
389634	92	56	92	128	45	154	50	68	34	50
101927966	16	39	32	20	10	41	26	26	21	24
93978	73	253	1012	225	66	1272	118	384	52	379
338339	1478	844	1829	1198	883	2746	770	1381	907	2001
26253	3467	1869	1917	2053	1033	2461	2024	1211	861	1617
105369645	593	443	283	579	398	341	352	174	153	155
57379	0	0	0	4	7	3	2	0	7	5
8076	0	1	0	0	0	0	0	0	1	4
57494	1384	1383	521	982	558	592	1384	587	725	914
144568	7	14	11	0	17	0	8	0	1	5
1911	967	1043	356	864	481	611	964	375	626	648
4074	2741	3375	1171	2940	1599	2340	3207	1154	2426	2644
10219	2587	3097	368	1582	1676	636	4055	521	4311	3604
253128	703	742	46	401	361	88	874	132	902	1011
144571	1659	2330	113	1202	1134	237	2324	273	2629	2304
2	7890	10006	358	5544	5206	955	11810	1254	11665	11297
5858	6099	7946	187	3961	3667	630	8217	872	10306	8320
3	306	245	6	193	222	30	401	46	704	368
100422872	37	76	14	33	32	22	108	19	81	57
100499405	947	1280	48	642	461	117	1756	146	1534	1315
642846	66	88	14	138	40	25	87	30	81	32
107984489	0	46	0	8	9	0	7	2	2	3
105369649	0	0	0	1	1	0	0	0	0	0
101930452	26	12	2	11	23	11	16	3	14	5
101928030	0	0	0	1	0	0	2	1	0	0
728715	17	24	4	11	4	9	38	8	16	19
105369647	6	4	0	1	0	0	0	1	1	0
107987172	3	25	2	2	0	3	10	2	0	3
440081	44	131	23	88	36	26	67	40	52	44
105376678	9	12	5	25	12	6	12	5	54	6
408186	68	5	2	6	78	13	49	17	118	9
3820	1066	1119	126	872	686	435	1309	147	729	778
107987174	207	189	35	163	102	72	262	26	168	134
374443	2161	2670	318	2283	1503	732	2816	539	1315	2086
105369728	64	259	1	137	35	9	188	21	92	34
29121	8292	9036	1602	8353	5965	3726	13495	3197	7465	7326
105369652	151	220	39	325	162	85	290	107	288	168
160365	33	55	17	56	17	39	26	10	28	30
969	203	101	465	211	113	417	451	153	129	168
51348	828	1530	71	1179	891	107	2597	218	542	798
9976	1227	1353	1577	1636	1242	2665	1930	1036	974	1775
100431172	0	3	0	1	4	0	1	0	0	1
387836	18	2	0	0	3	0	1	0	0	0
100506159	513	44	19	11	8	2	32	1	19	7
400002	1	1	1	31	0	6	11	3	1	1
160364	9946	6685	4385	2253	1846	2371	7322	2366	2114	3785
51266	1195	840	465	320	289	384	690	339	500	621
387837	604	405	112	197	177	50	461	121	370	230
102724020	25	32	5	7	12	3	7	4	11	7
112268091	22	7	1	8	3	1	15	5	11	11
283420	307	151	156	138	122	176	103	59	122	101
51267	89	66	32	114	69	56	14	24	36	55
105369655	19	4	17	37	10	29	8	10	9	29
64581	11563	11146	7002	9636	8692	10938	8543	4957	6050	12142
4973	13	8	43	53	21	16	15	8	85	6
120939	1	12	0	2	7	2	5	1	10	3
107984509	0	0	0	0	0	0	0	0	0	0
23710	3119	2093	907	3033	2249	1532	2122	437	1445	2035
3824	3665	8113	620	4233	3589	565	11910	1370	7978	5374
105369656	2	15	2	3	12	1	53	4	11	7
113523642	0	7	0	0	1	0	0	1	0	1
101928100	1312	2282	202	1293	1285	283	3223	482	1381	2159
100528032	1895	2691	356	1478	1329	563	4288	553	2360	2164
22914	1729	2467	338	1380	1208	543	4011	503	2246	1980
8302	318	556	41	202	234	59	690	96	261	607
3823	171	447	22	224	157	26	467	44	293	176
3822	127	319	23	191	175	37	505	52	321	250
3821	202	458	44	310	318	99	228	25	810	425
105369657	20	21	1	24	31	7	13	5	1	8
255308	181	192	87	246	148	114	204	88	154	282
105369658	0	1	0	0	3	0	16	0	0	0
101060038	299	483	115	457	546	306	1312	245	605	323
105376675	21	128	37	118	194	57	481	94	315	100
10748	184	311	79	216	153	57	600	131	311	205
55110	269	259	59	223	159	105	409	113	329	274
55359	77	9	13	15	10	8	27	10	23	24
8531	6357	12791	18548	25614	14852	29994	4764	9823	3745	12626
112268104	0	0	5	11	1	3	0	2	11	3
101928162	0	0	0	0	1	1	0	0	0	3
50837	0	0	0	8	0	0	0	0	0	0
50836	1	3	0	0	3	0	1	1	0	2
50835	0	13	0	6	1	1	0	0	6	4
107984459	417	365	63	424	462	144	462	120	342	493
50839	92	91	1	70	31	15	60	9	5	26
100533464	102	169	16	130	124	42	89	34	115	118
11272	50	59	9	32	52	14	34	11	64	40
5554	277	307	25	321	321	116	244	78	279	355
50838	97	74	8	138	103	15	90	35	78	71
5555	154	249	31	259	213	71	166	52	229	260
106707243	127	191	39	192	290	88	164	55	177	278
50840	144	68	7	145	158	52	129	36	56	190
259296	53	39	10	77	83	21	106	10	33	98
259295	133	212	28	230	191	79	186	54	174	333
259294	206	188	27	302	206	49	169	35	150	279
259290	163	114	27	158	81	34	131	28	177	196
259292	126	55	29	185	137	72	122	26	77	135
259289	27	56	0	6	3	1	89	24	46	4
259293	323	291	53	232	259	89	408	107	117	296
100129361	497	459	146	428	322	150	624	123	284	389
353164	21	64	2	27	49	13	14	4	9	33
5544	0	7	0	10	8	0	6	1	7	2
107987183	65	79	0	123	87	14	32	24	75	54
5545	4	2	0	8	3	0	0	0	1	3
5542	0	0	0	0	14	0	0	0	0	3
653247	4	1	0	1	12	0	0	1	4	1
440084	3	4	0	7	7	1	1	1	12	3
338817	53	12	0	91	157	3	29	4	45	42
2120	4281	3872	3247	5404	3457	4786	2759	2535	4539	4317
79370	59	2	37	1	4	46	1	48	8	2
103504734	10	13	7	10	8	8	30	8	22	17
4040	59	179	4	235	139	69	351	96	61	51
54682	1023	968	132	2130	968	371	390	107	704	1238
503693	7	3	2	5	0	7	17	1	8	1
118426	926	687	176	917	625	187	889	199	786	465
107984485	1148	1136	157	1291	887	345	1334	335	839	1055
80824	1738	1236	271	1519	1382	569	1101	398	1384	1182
107984486	0	0	0	0	0	0	0	0	0	0
1389	1399	1237	450	1117	703	645	1129	388	826	1057
2842	246	148	44	144	152	91	158	49	124	193
1027	7207	9015	2386	5545	4592	4129	5946	1386	3614	6186
105369663	1039	932	409	745	659	904	944	305	724	1009
81575	97	66	19	33	41	28	19	6	53	50
107984129	185	179	44	72	182	47	55	15	83	87
693198	1	0	0	0	2	0	0	0	2	0
51202	1017	947	323	868	504	522	1441	380	909	766
107984492	1	13	0	11	8	0	0	4	22	6
112267864	4	0	1	0	0	0	0	0	0	0
387841	101	155	49	113	83	90	164	48	57	114
9052	0	0	0	0	3	0	0	0	0	3
693199	0	0	0	0	0	0	0	0	0	0
100506314	85	15	5	84	102	65	42	35	108	52
55507	14	0	4	30	21	5	37	11	57	45
50865	20	101	240	189	264	538	52	164	165	70
93164	114	64	31	163	68	83	114	58	95	156
57613	241	303	84	355	223	210	446	121	165	229
83445	2	1	0	35	1	4	27	2	2	10
105369666	0	0	0	7	0	1	0	0	0	2
2012	17	22	8	15	14	16	15	11	63	20
283422	0	0	0	0	1	0	0	0	0	0
2904	0	0	0	0	50	0	1	0	0	9
105369668	0	0	0	0	2	0	0	0	0	0
105369667	0	0	0	0	8	0	0	0	0	0
55729	13750	12593	2952	14958	10239	5949	14035	3910	10617	12894
79887	2739	2095	1853	3738	1698	2541	1583	1360	1697	3393
101928317	262	229	105	405	246	207	177	119	241	349
101928290	36	30	35	60	22	46	17	19	14	46
144608	292	189	128	185	101	136	148	62	151	136
2984	124	157	128	280	151	167	117	80	89	154
105369669	97	131	76	174	33	48	108	43	128	66
121504	24	140	33	132	62	66	121	37	36	66
55766	388	371	191	433	213	285	521	169	310	457
51729	2315	2972	1041	3423	2206	1774	2839	1252	1923	1820
440087	9	84	25	35	47	28	78	27	21	57
420	30	16	8	23	10	29	82	8	16	27
4256	2	6	0	9	1	8	0	0	3	10
121506	603	500	50	625	460	172	616	165	582	485
397	60493	55391	18730	64338	39184	34827	53890	17212	31167	51359
105369670	0	0	0	4	2	2	0	0	2	3
5149	14	21	1	25	1	11	88	7	6	12
101928340	0	0	0	0	0	0	0	0	0	1
107984506	0	0	0	1	0	0	0	0	0	0
85004	0	0	0	0	1	0	0	0	0	0
100873980	0	0	0	0	0	0	0	0	0	0
5800	742	563	319	478	336	515	662	299	706	623
105369673	10	0	0	0	1	0	0	0	0	0
105369672	0	0	1	2	4	4	5	5	12	4
2059	69	73	8	55	26	29	69	23	204	92
102724146	12	24	19	40	30	14	30	12	47	28
11171	488	631	613	850	459	600	651	363	597	466
51071	443	468	196	455	290	394	567	239	347	483
101928362	0	4	0	0	1	0	0	0	0	0
729025	0	0	0	0	3	0	0	0	0	0
4257	456	202	249	428	275	391	278	225	112	335
107984494	0	14	7	64	51	37	77	11	39	73
55885	0	8	0	8	7	1	0	5	5	10
105369677	0	0	0	0	1	0	0	0	0	0
728622	22	13	18	15	26	32	15	21	7	19
105369678	0	0	0	0	1	0	0	0	0	0
100616279	0	0	0	0	1	0	0	0	0	0
79785	0	0	0	0	0	0	0	0	0	0
5288	1	0	0	0	11	0	0	0	0	6
89869	0	0	0	0	13	0	0	0	0	3
93661	0	0	0	0	0	0	0	0	0	0
102724227	0	0	0	0	0	0	0	0	0	1
107984527	0	0	0	0	0	0	0	0	0	0
54477	353	214	45	363	170	110	306	80	399	330
112268092	40	24	0	44	6	4	87	2	82	29
121536	813	1015	196	997	789	473	1125	357	1157	1108
101928387	151	152	12	157	195	68	183	68	265	141
105369682	0	1	0	0	13	0	0	0	0	1
100506393	0	0	0	0	0	0	0	0	1	0
105369685	0	0	0	6	2	0	0	0	0	0
105369684	0	0	0	0	0	0	0	0	0	0
105369686	0	0	0	0	2	0	0	0	0	0
105369687	0	0	0	0	0	0	0	0	0	0
105369688	0	2	0	0	0	0	0	0	0	0
5139	92	155	46	112	157	281	71	67	118	73
53919	13	8	13	18	19	48	13	6	29	19
28234	0	0	0	0	0	0	0	0	0	0
115072896	0	0	0	0	0	0	0	0	0	0
338821	0	0	0	0	0	0	0	0	0	0
10599	0	0	0	0	2	0	0	0	0	0
6579	0	10	0	2	6	1	1	0	0	2
3375	0	0	0	1	1	0	0	0	0	1
79912	948	848	563	1119	781	1121	1240	457	1001	807
5965	1182	1207	819	1082	778	1305	1782	525	1053	1158
51026	1124	1103	596	817	548	925	1143	429	499	852
80763	87	49	34	38	70	153	14	20	39	80
2998	70	33	25	31	62	117	15	17	39	63
3945	4000	5096	1334	4181	2760	2483	7762	1739	1997	3897
105369689	0	0	0	0	0	0	0	0	0	0
102724261	1	1	0	3	13	0	1	1	1	1
3764	0	0	0	3	12	4	0	0	0	4
10060	1	2	1	1	9	0	4	0	1	5
55907	202	234	136	185	145	194	273	90	162	283
105369690	61	199	127	65	69	16	76	36	69	95
107984497	0	0	0	0	0	0	0	0	0	1
6489	152	128	29	109	158	83	147	56	120	160
112268093	198	133	29	151	161	88	182	72	67	165
105369151	523	399	69	216	340	221	508	185	242	416
9847	2863	2433	976	3803	2138	1654	3119	1117	1976	2364
105369692	0	0	0	0	0	0	0	0	0	0
105369691	0	0	0	0	0	0	0	0	0	0
55500	8490	7234	5532	7076	5390	7044	9407	4268	4688	7885
107984516	25	4	0	1	2	0	0	2	16	3
101928441	0	0	0	0	0	0	0	0	0	1
6660	401	60	31	112	112	34	48	64	95	71
105369697	15	4	0	10	3	0	1	5	9	4
105369696	2	0	0	3	0	0	0	2	0	2
100126320	0	7	0	0	0	0	1	0	0	1
101928471	10	13	0	3	7	0	13	0	1	2
144360	0	0	0	3	1	0	0	0	0	1
105369698	0	0	0	0	0	0	0	0	0	1
586	163	209	74	231	91	58	206	74	294	363
105369699	2	13	4	20	3	0	3	4	17	18
107984475	0	0	0	0	0	0	0	0	0	0
196415	0	0	0	0	0	0	0	0	0	1
645177	19	20	13	20	12	17	13	12	3	22
4033	7299	4050	1757	6704	4365	3764	4030	1480	3358	5148
55259	163	136	43	205	139	117	194	52	95	137
144363	446	458	201	544	375	303	478	168	434	397
3845	3828	2427	1010	3709	2444	1994	3403	1274	3748	3014
105369701	0	0	0	0	2	0	0	0	0	0
160492	0	0	0	0	1	0	0	0	0	0
100422897	0	0	0	0	0	0	0	0	0	0
100506451	0	0	0	0	0	0	0	0	0	1
11228	22	25	9	4	6	3	1	5	30	8
107984501	1	0	0	0	16	0	0	0	0	0
79365	210	144	43	138	90	45	148	57	155	105
8082	239	184	202	165	135	364	211	158	85	152
101928554	57	22	10	91	31	29	16	28	66	54
105369705	2	0	7	22	1	1	5	5	3	3
105369704	1	0	0	4	5	1	3	0	0	3
107984482	22	29	13	7	14	5	22	8	7	23
3709	6020	3958	1228	5185	3364	2499	4474	1603	4808	4401
105369706	167	88	29	151	99	58	202	41	171	174
55726	530	489	140	418	377	295	500	230	258	448
26127	3797	3155	2809	2719	2335	5138	2984	1519	1989	4022
51768	1333	1487	458	1156	925	677	1546	452	1248	1186
9412	1776	1539	687	1559	1312	1315	1737	608	1386	1522
728858	1	10	1	23	7	10	2	5	2	3
23012	3545	2858	1433	2750	2182	2932	2144	1110	1749	3249
56938	61	42	154	62	30	133	39	61	50	47
101928646	0	3	1	1	1	10	2	4	8	8
341346	0	1	0	2	11	3	7	4	0	8
8496	38	46	7	25	28	19	65	3	44	38
107984461	0	6	0	5	1	0	0	0	0	1
387849	0	0	0	6	1	0	23	1	1	3
60488	368	385	149	300	190	269	427	153	302	334
100287284	39	54	3	17	18	2	8	4	10	7
57542	1323	1855	370	1273	899	473	1465	426	1253	1492
105369709	0	8	2	13	3	0	0	0	20	1
5744	3	0	0	0	2	0	1	0	0	1
105369710	17	57	0	47	18	1	31	1	27	20
107984462	1	8	0	2	3	1	3	0	1	0
729291	137	196	35	136	85	60	130	50	133	134
55297	1257	1342	406	958	629	698	1505	387	1007	1175
101928705	366	343	140	370	243	105	396	121	414	286
105369711	0	0	0	0	4	0	0	0	0	0
101928735	0	0	0	0	2	0	0	0	0	1
55711	2538	1558	891	2833	2078	1960	1994	1079	2084	2380
100506606	448	395	179	639	399	370	518	240	425	420
51290	2123	1676	655	2168	1555	1446	1863	736	1611	2368
101055625	24	1	2	126	3	4	79	21	6	1
341350	675	77	8	1997	145	69	1112	509	79	28
83857	57	563	341	74	11	13	367	178	539	407
105369714	0	25	8	0	4	0	16	4	40	14
105369715	0	0	0	0	4	0	0	0	0	2
105369716	0	0	0	0	0	0	0	0	0	0
105369717	0	0	0	0	1	0	0	0	0	0
105369718	0	0	0	0	3	0	0	0	0	0
105369719	0	19	3	15	28	15	2	5	14	14
105369720	338	280	56	215	135	99	295	98	76	258
10526	1565	1328	432	1325	918	843	1261	457	1427	1334
65981	1610	2006	857	1645	1126	1495	1773	577	1254	1280
645485	3	0	0	0	0	0	0	1	2	4
100287314	0	0	0	0	2	0	0	0	0	0
107984476	0	0	0	0	1	0	0	0	0	0
441631	0	0	0	1	2	0	1	0	1	0
100506660	8	17	2	4	4	0	37	4	1	6
1663	227	432	94	377	106	58	100	30	104	314
144203	65	3	1	26	34	35	48	18	23	58
58516	2368	2419	878	1957	1257	1603	2880	849	2098	2206
79857	1	11	1	17	6	1	28	11	5	18
101929027	0	0	0	0	1	0	0	0	4	0
160518	151	147	45	310	130	64	123	81	347	150
100874249	0	3	2	2	1	3	5	2	1	1
254013	426	496	138	409	418	387	366	154	357	349
196394	760	727	323	923	629	839	714	333	503	699
105369722	40	84	21	118	103	39	47	23	48	35
105369724	69	10	7	24	5	38	0	13	32	19
107984470	2	18	10	1	1	5	0	0	0	5
440093	146	164	116	110	117	190	89	55	65	152
107984532	5	125	40	26	14	20	59	11	14	3
105369723	133	195	198	212	97	412	171	144	213	132
105369725	309	514	250	427	351	505	280	130	331	362
55196	62488	53157	30266	52588	44426	57843	45813	19596	33807	57111
102724618	52	76	15	60	36	31	31	18	50	38
107984473	5	1	5	1	3	3	20	0	6	1
636	673	515	129	896	628	332	804	291	614	423
121512	4473	2574	1598	3864	2237	2414	2662	1070	2822	4209
10059	1635	1703	435	1485	1047	669	1822	566	1945	1504
51067	646	552	154	576	395	288	719	239	544	517
5318	65	65	9	33	27	7	31	3	27	34
341359	0	0	0	0	0	0	0	0	0	0
105369726	0	0	0	0	0	0	0	0	0	0
84920	810	798	283	1001	689	692	1047	367	821	773
107984469	0	0	0	0	4	0	0	0	0	0
144245	348	709	180	639	416	374	798	244	445	469
144402	1498	1009	627	1373	570	741	1209	495	1097	1417
107984504	1	82	2	17	3	7	8	2	10	13
107984484	0	0	0	0	0	0	0	0	0	0
105369730	0	0	0	0	0	0	0	0	0	0
55605	396	353	98	342	251	156	793	140	560	462
101927019	12	42	3	30	14	5	27	5	5	15
225	2769	3171	376	2621	1868	824	3993	915	2876	2778
283461	119	88	6	84	45	19	124	39	54	62
114134	338	437	216	370	359	363	304	282	293	485
112268095	17	61	14	19	19	17	16	15	49	35
101930164	246	322	1999	309	151	3152	136	1069	145	328
105369734	15	20	138	5	5	214	20	54	9	17
107984474	14	20	117	44	4	259	9	107	57	19
105369735	132	174	399	227	125	683	157	460	103	127
120892	41691	24330	21931	36805	21422	46234	22925	19673	18696	38488
105369736	772	420	447	671	532	782	539	367	258	905
283463	11	0	2	3	25	2	0	0	0	2
1272	0	0	0	0	4	0	0	0	0	0
107984496	0	0	0	0	0	0	0	0	0	0
29951	0	0	0	2	4	0	0	0	0	1
107984499	0	0	0	0	1	0	0	0	0	0
107984498	0	0	0	0	2	0	0	0	0	1
101927038	0	0	0	0	0	0	0	0	0	0
105378247	0	0	0	0	2	1	2	0	0	0
283464	958	597	554	1418	1187	996	993	717	917	856
10138	1602	1211	507	1392	1049	734	1609	496	1381	1207
85437	544	442	278	412	308	428	730	194	437	504
102467003	0	0	1	1	12	2	0	1	5	4
51535	2453	2355	787	2801	1511	1349	2774	923	2635	2189
144165	158	178	77	239	103	135	169	90	113	98
101927058	0	0	0	0	0	0	0	0	0	0
105369738	0	0	0	0	0	0	0	0	0	0
105369739	0	0	0	0	0	0	0	0	0	0
105369740	0	0	0	0	0	0	0	0	0	0
80070	0	0	0	1	1	0	0	0	0	2
83448	3027	3030	741	2548	1974	1432	3371	933	2607	3153
51135	3888	2870	1462	3685	2635	2694	3016	1212	2949	3156
5756	1012	735	739	839	596	1162	1259	411	519	976
84216	107	147	19	117	108	62	104	25	77	139
4753	2353	3806	396	2564	2469	988	4526	774	1998	2233
440097	0	0	0	0	6	0	0	0	0	1
105369742	0	0	0	0	1	0	0	0	0	0
83956	1	0	0	1	4	1	0	0	1	1
51054	41	46	16	48	12	34	82	22	47	63
196527	3252	2845	1245	3379	2752	3131	3172	1425	2706	3373
105369743	22	133	16	33	44	25	20	22	35	60
105369744	0	0	0	0	4	0	0	0	0	0
400027	204	284	159	246	150	151	207	138	200	205
196528	3193	2861	692	3700	2372	1550	2706	1092	3170	2717
105369745	226	175	42	323	213	100	300	64	181	208
9169	13288	10073	6080	12006	7883	11759	11501	5077	9581	12554
81539	16447	19435	2659	15976	10755	5071	19604	4907	14195	13411
105378248	253	383	47	184	116	118	230	59	189	215
54407	9426	8801	7200	12006	7344	12080	10880	5811	6337	11173
102723757	2	11	0	3	10	5	1	0	1	6
100288798	253	234	59	181	63	353	149	104	133	161
55089	151	68	15	76	46	58	140	31	145	92
107984466	0	11	0	0	2	0	0	0	1	0
347902	76	120	47	101	72	75	142	76	110	146
91523	1047	1426	315	1610	995	594	1624	562	1078	1040
100616486	15	14	0	12	2	9	9	2	7	5
100233209	1602	1885	347	1466	981	790	2080	599	1096	1235
105369746	172	204	12	123	78	27	224	37	123	104
105369747	72	51	24	42	34	22	36	21	33	51
107984528	0	37	0	5	2	5	9	2	9	1
100616478	1	0	0	1	0	0	0	0	0	0
111082992	8	10	5	16	1	0	2	1	27	4
79657	2329	1621	1165	2173	1541	2010	2262	1075	1766	2206
105369748	2019	517	791	1163	954	1351	820	688	478	661
8909	428	137	146	242	220	203	149	82	135	135
10411	247	80	117	219	135	194	164	111	154	128
55652	2395	2696	1151	3661	1448	1918	1703	836	1240	2635
51564	1089	1450	382	1490	1063	677	1331	505	1269	930
107984503	1	3	6	13	2	0	7	3	0	13
7421	374	302	82	405	192	288	218	95	321	499
79022	144	128	36	112	84	116	175	59	57	145
1280	0	29	0	3	4	1	0	0	0	2
105369752	0	0	0	0	0	0	0	0	0	0
105369750	1	0	0	0	1	0	0	1	1	0
29843	1821	2174	691	1675	1080	1067	1846	814	1889	1920
5213	325	357	94	374	245	167	508	82	331	317
102466657	1	1	0	0	2	0	0	0	0	2
140461	1529	1626	487	1443	914	896	1223	377	1333	1598
387856	0	11	0	4	3	0	0	2	0	1
102725258	345	20	18	253	195	85	137	46	544	436
121275	58	133	21	131	48	70	134	33	85	94
105369753	17	8	0	36	18	4	2	1	53	31
341567	0	0	0	3	7	1	0	2	0	1
121274	8577	2704	606	7073	5289	4362	5310	1654	5727	7702
121273	3	4	0	0	0	1	1	1	2	6
23519	0	9	0	0	1	0	0	0	6	5
341568	0	0	0	0	0	0	0	0	0	0
3906	0	0	0	0	4	0	0	0	0	0
54934	1056	1104	373	1040	621	573	815	280	636	628
677815	3	8	0	13	5	3	2	3	10	8
100302221	2	6	0	5	2	2	2	1	6	6
677793	0	8	0	1	0	0	0	0	0	0
677794	50	13	4	3	6	8	12	5	20	9
904	3798	3205	991	3308	2349	2258	3888	1098	2507	3236
255411	7	2	0	3	9	1	1	0	0	1
112	6	0	0	3	21	1	15	2	14	10
100616262	0	0	0	0	0	0	0	0	0	0
100506125	0	0	0	0	0	0	0	0	0	2
101927241	0	47	0	1	0	0	0	0	5	3
784	60	62	16	47	28	31	90	17	39	53
9416	1149	1432	692	1154	585	874	1217	501	864	1216
105369755	66	85	40	113	38	48	58	28	34	64
27289	0	0	0	1	0	0	0	0	8	1
85478	212	185	44	172	116	82	123	33	182	147
51303	410	391	146	502	273	326	442	238	348	269
377	10795	12220	4810	15262	8859	9374	8717	5293	7718	10991
7480	25	133	12	133	46	18	98	19	61	34
7471	16	27	0	18	13	2	40	2	32	26
105369757	0	0	0	1	1	0	1	0	7	0
105369756	0	0	0	0	0	0	0	0	0	0
23109	0	5	1	2	2	6	7	0	0	4
105369758	202	190	52	259	77	137	193	66	208	159
5571	1161	1176	640	1067	534	782	932	432	982	1158
8085	6580	7294	1501	7227	4475	3200	4647	1727	6272	3467
121268	17	6	8	3	17	4	10	0	19	29
50846	0	0	0	0	2	2	0	0	0	0
105369759	3	1	1	0	31	0	0	0	0	1
55716	799	1323	310	878	612	370	1008	276	717	831
10376	15531	16986	12214	13609	8896	16117	18185	8290	7638	16628
105369760	29	2	8	2	8	5	38	4	15	9
7846	14689	10777	5433	13777	11397	10493	8310	4713	5405	12677
84790	2326	2164	1601	2337	1808	2482	1725	1166	1386	2901
101927267	333	600	344	508	360	635	123	194	74	411
5630	0	0	0	0	0	0	0	0	0	3
10024	313	490	329	457	388	614	155	185	73	365
338761	0	0	0	0	0	0	0	0	0	0
79962	0	0	0	0	3	0	0	0	0	0
65244	132	153	42	132	75	48	175	60	132	112
100335030	4	4	0	6	10	1	5	4	26	8
23416	89	227	39	89	74	32	102	42	81	72
105369761	3	7	6	0	5	5	15	0	19	6
10445	596	643	172	528	282	283	529	216	425	452
84070	47	66	10	65	63	14	49	17	182	34
25766	366	299	35	280	174	57	271	84	475	167
91010	1800	2206	304	2020	1112	443	2189	599	2358	1171
7009	26857	21783	9054	23799	14165	15380	19963	8129	15929	20874
57701	196	370	97	480	183	161	172	97	313	284
100286844	154	124	34	124	126	75	151	35	108	81
144233	198	246	82	109	55	94	157	60	141	169
23017	1	0	0	6	4	0	0	0	0	1
283332	0	0	1	0	2	0	0	0	0	0
101927292	0	0	0	0	2	0	0	0	0	0
105369763	6	0	1	5	20	7	0	0	0	6
359	0	0	0	0	2	0	0	0	0	0
101927318	0	0	0	0	0	0	0	0	0	0
362	0	0	0	0	17	0	0	0	0	0
105369764	0	0	0	0	8	0	0	0	0	0
363	0	0	0	0	1	0	0	0	0	1
102723963	0	0	0	0	1	0	0	0	0	1
29127	319	345	182	282	121	287	402	166	402	244
41	0	3	1	36	33	0	0	6	19	0
6602	704	996	257	1064	660	567	742	372	842	603
2819	20	12	9	7	10	11	17	6	12	8
84987	132	147	69	160	110	173	182	76	101	111
91012	603	795	169	743	438	362	941	220	972	529
51474	560	750	216	601	326	320	816	153	464	545
100302220	0	0	0	0	0	0	0	0	0	0
107984505	15	15	1	3	9	3	14	6	11	5
121006	3	29	0	14	23	3	2	0	5	8
113251	1435	1174	860	1167	966	886	1776	583	1232	1157
106633800	3	25	2	10	18	5	21	2	8	12
57609	5932	5813	2441	6231	3916	3945	4304	2248	4782	5055
466	2260	2315	984	1895	1377	1489	1976	725	912	1361
283471	0	0	0	1	0	0	0	1	3	0
25840	1340	1027	446	1157	920	798	1385	344	1000	1526
613227	44	40	30	57	58	34	47	8	49	55
4891	1221	1170	244	876	387	455	1147	406	1100	874
25875	952	954	229	792	519	445	918	284	986	717
81566	941	908	335	848	632	536	964	274	850	598
7024	1022	937	329	916	734	483	1104	308	1813	842
5463	535	355	90	360	296	79	396	84	264	354
9802	29582	22207	12908	29495	19605	24944	22141	11947	14551	25444
57228	349	401	181	407	356	265	350	153	253	270
102723983	26	15	11	8	27	18	7	8	1	10
51411	9962	9934	4810	11514	7870	9479	8909	4331	6814	9394
105369767	825	1075	285	971	591	601	987	311	1318	786
1990	1	0	1	0	4	2	101	3	3	7
11226	504	565	198	550	305	387	547	150	681	317
9498	81	108	46	162	66	28	202	43	336	139
107984508	144	77	3	52	56	20	68	12	125	35
105369768	0	4	0	14	0	2	0	0	1	5
6334	33	27	3	20	81	29	64	22	87	37
401720	94	117	11	39	73	20	66	14	51	61
105369971	0	4	0	0	0	0	0	0	0	0
341405	0	0	0	0	0	0	0	0	0	3
94	25	40	22	32	16	24	24	13	9	17
91	701	760	310	1125	732	549	547	375	771	880
692159	2	1	0	1	2	2	1	1	3	2
160622	28	44	2	44	36	13	46	24	32	37
3164	9	36	10	40	47	20	12	10	30	4
107984510	0	0	0	0	1	0	0	0	0	0
60673	160	167	76	148	125	155	186	80	76	126
113523638	0	0	0	2	0	0	0	0	0	0
26628	0	0	0	0	0	0	0	0	0	1
112268096	0	0	0	2	8	0	0	0	0	0
105369771	0	0	0	0	9	0	0	0	0	1
144501	0	0	1	0	3	0	0	0	0	5
283403	0	0	0	0	0	0	0	0	0	2
283404	0	0	0	0	0	0	0	0	1	0
3855	0	0	0	0	6	0	0	0	0	1
109729127	0	0	0	0	1	0	0	0	11	0
85349	0	0	0	3	0	0	0	1	0	2
3892	0	0	0	4	11	1	0	0	1	6
3887	0	0	0	9	6	3	0	0	0	0
3889	0	0	0	0	0	1	0	0	0	0
3891	0	0	0	0	0	0	0	0	0	0
3890	0	0	0	0	0	0	0	0	0	0
3888	0	0	0	0	1	0	0	0	0	0
9119	0	0	0	0	0	0	0	0	0	0
3854	0	0	0	0	2	0	0	0	0	0
286887	0	1	0	0	0	0	0	0	0	0
3853	0	1	0	2	0	0	0	0	0	1
3852	8	26	2	4	8	0	0	0	2	8
112802	0	0	0	0	0	0	0	0	0	0
121391	5	2	0	0	0	4	0	0	0	8
140807	14	34	4	34	38	8	5	2	1	12
319101	60	145	1	95	105	17	28	13	37	75
100127967	74	60	10	69	68	16	53	15	14	89
105369772	185	324	27	194	247	50	48	18	30	155
3849	0	2	0	2	8	2	16	0	5	12
3848	188	1460	749	90	311	380	64	131	13	225
374454	0	133	103	0	4	0	14	0	0	2
51350	0	0	0	0	2	0	0	0	0	0
3850	0	0	3	0	0	0	0	0	0	1
3851	0	0	0	0	0	0	0	0	0	0
338785	0	0	5	0	2	10	0	0	0	0
196374	0	0	0	0	3	0	0	1	0	2
